1000001907202700            PPBELHAJ                        FARES                    19761219TUNMW89 Boulevard 9 Avril                                                            Sfax                55321SFX002169726524002167326208fares.belhaj@email.tn                             ATTIJARI BANK                           ARCHITECTE                    000359533YMM84V20250807NN20230114I6431180030000000003235797000000002157198          
1000002063363359            PPOUALI                         HICHEM                   20020826TUNMW89 Boulevard 9 Avril                    Etage 2                                 Sfax                81301SFX002168775017002167715952hichem.ouali@email.tn                             ENTREPRISE INDIVIDUELLE                 GERANT BOUTIQUE               000233444YMM61V20260522NN20220611A7571930016000000003735104000000001167220          
1000002146076693            PPJEBALI                        MERIEM                   19830907TUNFM7 Impasse des Oliviers                  Appartement 3B                          Nabeul              31311NAB002167141012002167256364meriem.jebali@email.tn                            ATTIJARI BANK                           EXPERT COMPTABLE              000363699YMM60V20260228NN20220408A8293080002000000007273980000000001818495          
1000002257240084            PPAMARA                         EMNA                     20030415TUNFM42 Rue d Espagne                        Villa                                   Beja                64993BEJ002164945027002167457909emna.amara@email.tn                               FONCTIONNAIRE                           ASSISTANT ADMINISTRATIF       000326228YMM52V20270816NN20161224A5131600038000000002609824000000000652456          
1000002307749089            PPSOUSSI                        HICHEM                   19780504TUNMM15 Route de Megrine                     Bloc A                                  Siliana             45236SIL002167088545002167466837hichem.soussi@email.tn                            GROUPE LOUKIL                           COMPTABLE                     000192942YMM96V20261218NN20190815A1325370016000000002701188000000001543536          
1000002464560289            PPOUALI                         SAMI                     19650406TUNMM15 Route de Megrine                     Bloc A                                  Tozeur              34586TOZ002166951227002167281503sami.ouali@email.tn                               BIAT                                    DIRECTRICE GENERALE           001980385YPR21P20250810NN20171130A4935370026000000027725390000000003960770          
1000002592839693            PPAYARI                         YASSINE                  19651110TUNMM18 Avenue de France                                                             Sousse              70827SOU002167749592002167621714yassine.ayari@email.tn                            TUNISIE TELECOM                         CHAUFFEUR                     000156633YMM63V20270112NN20201112A2846920047000000003759192000000001096431          
1000002699116677            PPZOUARI                        AIDA                     19790129TUNFM6 Rue de Carthage                                                               Jendouba            60087JEN002165273079002167779651aida.zouari@email.tn                              TUNISAIR                                DIRECTRICE GENERALE           000326368NMM42V20260311NN20110410A8352440018000000002610944000000001958208          
1000002766575808            PMMABROUK                       SAMI                     19760723TUNMM5 Rue Pierre Curie                      Lot 5                                   Kairouan            59743KAI002162231435002167156117sami.mabrouk@email.tn                             STAR ASSURANCE                          CHEF DE PROJET                000277561YMM75V20280208NN20210924A4689000045000000006106342000000001110244          
1000002843352128            PPFERCHICHI                     YASSINE                  19650922TUNMM21 Rue Charles de Gaulle                Appartement 3B                          Bizerte             29361BIZ002168498803002167463889yassine.ferchichi@email.tn                        CIMENT DE BIZERTE                       PDG                           003700486YPR13V20260830NN20050426A2327310018000000033304374000000007400972          
1000002914769080            PPABDELLI                       OUSSAMA                  19560206TUNMM3 Impasse El Manar                      Bloc A                                  Sfax                45657SFX002164474487002167086195oussama.abdelli@email.tn                          PHARMACIE CENTRALE                      GERANT SOCIETE                000184258YMM10V20281106NN20170816I1893180016000000002026838000000001105548          
1000003061467027            PPAMARA                         SLIM                     19940920TUNMS18 Avenue de France                     Bloc A                                  Kef                 75531KEF002162808397002167166486slim.amara@email.tn                               GROUPE LOUKIL                           EXPERT COMPTABLE              000288750YMM21V20280205NY20150208A5927380019000000002598750000000000866250          
1000003110553585            PPGHRAB                         MANEL                    19751210TUNFD5 Rue Pierre Curie                      Villa                                   Gafsa               26928GAF002167706118002167192562manel.ghrab@email.tn                              SONEDE                                  CHEF DE PROJET                000289267YMM10V20260922NN20110623A5914650045000000004917539000000002024869          
1000003267276072            PPMEDIOUNI                      ISLEM                    19940410TUNFS22 Rue de Marseille                     Bloc A                                  Kebili              43247KEB002165360381002167043394islem.mediouni@email.tn                           TUNISIE TELECOM                         CHEF DE PROJET                003912559YPR03E20281008NN20220212A5933550034000000086076298000000015650236          
1000003313246348            PPABDELLI                       WIEM                     19970302TUNFM12 Rue du 7 Novembre                    Etage 2                                 Gafsa               14710GAF002164158554002167553318wiem.abdelli@email.tn                             FONCTIONNAIRE                           ARCHITECTE                    000497384YMM98V20270721NN20070808I5238080033000000003979072000000003481688          
1000003426176902            PPCHAOUACHI                     OLFA                     20010706TUNFM3 Impasse El Manar                      Lot 5                                   Sfax                07764SFX002164732112002167448046olfa.chaouachi@email.tn                           SONEDE                                  MEDECIN GENERALISTE           003337592YPR63V20280714NN20080721A1143380036000000070089432000000006675184          
1000003587934122            PPSELLAMI                       HICHEM                   19681024TUNMM21 Rue Charles de Gaulle                Etage 2                                 Kasserine           93459KAS002165669846002167697077hichem.sellami@email.tn                           ENTREPRISE INDIVIDUELLE                 ASSISTANT ADMINISTRATIF       002522281YPR19V20280512NN20240519A9102080027000000045401058000000020178248          
1000003679777447            PPAYARI                         MEHDI                    19981205TUNMM104 Rue de Sfax                         Villa                                   Kairouan            46236KAI002166461933002167925963mehdi.ayari@email.tn                              GROUPE LOUKIL                           GERANT BOUTIQUE               000318704YMM90V20270224NN20051224A5959510046000000006374080000000001593520          
1000003717944487            NRTRABELSI                      RIDHA                    20000124TUNMD12 Rue du 7 Novembre                                                            Sfax                14069SFX002169059195002167766598ridha.trabelsi@email.tn                           BANQUE CENTRALE DE TUNISIE              JOURNALISTE                   000493293YMM10V20260627NN20190730A4445250044000000009865860000000001973172          
1000003883874006            PPTRABELSI                      WAFA                     19610220TUNFS33 Avenue Hedi Chaker                   Etage 2                                 Beja                98880BEJ002163213050002167728083wafa.trabelsi@email.tn                            ORANGE TUNISIE                          PROFESSEUR UNIVERSITE         000202694YMM89V20250301NN20110801A5516070010000000003040410000000001216164          
1000003911598952            PPSOUSSI                        MOEZ                     19890427TUNMM6 Rue de Carthage                       Bloc A                                  Gabes               19758GAB002165116380002167773681moez.soussi@email.tn                              STB                                     DIRECTEUR COMMERCIAL          000499616NMM60V20281019NN20121001B4136850041000000010491936000000003497312          
1000004065855088            PPAMARA                         SALMA                    19640726TUNFS18 Avenue de France                     Etage 2                                 Gabes               39780GAB002165962520002167036808salma.amara@email.tn                              ENTREPRISE INDIVIDUELLE                 INGENIEUR CIVIL               000154245YMM88V20250411NN20230906A4000960050000000002313675000000000925470          
1000004184334601            PPFERCHICHI                     OUSSAMA                  19770626TUNMM56 Avenue Bourguiba                     Lot 5                                   Gafsa               18927GAF002163304112002167066140oussama.ferchichi@email.tn                        STAR ASSURANCE                          DEVELOPPEUR INFORMATIQUE      000453863YMM17V20260828NN20090703A6656100024000000010892712000000002723178          
1000004240613214            PMBENMOHAMED                    AMINE                    19850522TUNMM104 Rue de Sfax                                                                 Nabeul              99848NAB002165028149002167666745amine.benmohamed@email.tn                         COMMERCE DETAIL                         DEVELOPPEUR INFORMATIQUE      000197344YMM02V20250911NN20200130A4995340041000000003749536000000000394688          
1000004382883846            PPDRIDI                         FATMA                    19741110TUNFM5 Rue Pierre Curie                      Bloc A                                  Tozeur              40608TOZ002167480054002167195749fatma.dridi@email.tn                              OOREDOO TUNISIE                         INGENIEUR SYSTEMES            002776597YPR15V20280106NN20200115I8303160035000000058308537000000016659582          
1000004466679047            PPKARRAY                        TAREK                    19910813TUNMD78 Avenue Jugurtha                                                              Tozeur              49566TOZ002164916144002167743873tarek.karray@email.tn                             CABINET D AVOCAT                        CHEF DE PROJET                000604180YMB48V20280813NN20090404I9892270030000000006041800000000004229260          
1000004533691263            PPMAALEJ                        MOHAMED                  19660419TUNMM15 Route de Megrine                                                             Sidi Bouzid         28152SBZ002169870300002167362306mohamed.maalej@email.tn                           ENTREPRISE INDIVIDUELLE                 GERANT SOCIETE                000227360YMM77V20251024NN20221129A7931690002000000002728320000000000454720          
1000004603118101            PPDRIDI                         BILEL                    19700819TUNMS8 Rue Ibn Khaldoun                      Lot 5                                   Mahdia              69955MAH002163525375002167106632bilel.dridi@email.tn                              GROUPE DELICE DANONE                    INFIRMIER                     001038169YMB58V20280613NN20240612A4162820030000000008305352000000002076338          
1000004766802771            NRKARRAY                        OLFA                     19941017TUNFS7 Impasse des Oliviers                  Etage 2                                 Medenine            20442MED002162881572002167211714olfa.karray@email.tn                              PHARMACIE CENTRALE                      DIRECTRICE GENERALE           000437496YMM49E20271223NN20140826A8358690008000000006124944000000002187480          
1000004861867592            PPMAALEJ                        TAREK                    19901009TUNMM44 Avenue de la Liberte                 Etage 2                                 Mahdia              41963MAH002165421072002167627972tarek.maalej@email.tn                             OOREDOO TUNISIE                         INGENIEUR CIVIL               001781577YPR11V20250717NN20071202A7149530036000000032068386000000012471039          
1000004997779126            PPZOUARI                        HAJER                    19590813TUNFD89 Boulevard 9 Avril                    Etage 2                                 Sousse              14579SOU002169756691002167851296hajer.zouari@email.tn                             GROUPE BAYAHI                           MEDECIN GENERALISTE           000267568YMM45V20270123NN20100127A9862090036000000002140544000000001605408          
1000005037677730            PMSOUSSI                        FATMA                    19820920TUNFD55 Avenue Mongi Slim                                                            Zaghouan            19776ZAG002169601033002167672404fatma.soussi@email.tn                             TUNISIE TELECOM                         MEDECIN GENERALISTE           000532146YMB68V20270510NN20111228A9145710037000000005321460000000001064292          
1000005137521025            PPHAMROUNI                      AYMEN                    19941002TUNMM3 Impasse El Manar                      Villa                                   Sfax                55287SFX002165666383002167361664aymen.hamrouni@email.tn                           GROUPE LOUKIL                           CHAUFFEUR                     000375398YMM87V20270924NN20091212A7284370004000000003003184000000001126194          
1000005239848936            PPTLILI                         FARES                    19840608TUNMS3 Impasse El Manar                      Lot 5                                   Mahdia              24028MAH002163733901002167637882fares.tlili@email.tn                              SONEDE                                  ARCHITECTE                    000442932YMM46V20250328NN20060930A7037270028000000008858640000000003100524          
1000005303799319            PPBENABDALLAH                   RANIA                    19840220TUNFS89 Boulevard 9 Avril                    Bloc A                                  Tozeur              48428TOZ002163182859002167732680rania.benabdallah@email.tn                        COMMERCE DETAIL                         ENSEIGNANT                    000458738YMM11V20260928NN20220623A6352800041000000005046118000000002752428          
1000005432711468            PPMEJRI                         NOUR                     19640322TUNFS15 Route de Megrine                     Appartement 3B                          Medenine            21036MED002163011374002167297201nour.mejri@email.tn                               GROUPE LOUKIL                           DENTISTE                      000445559YMM58V20280302NN20120401A7576850021000000005346708000000002227795          
1000005537866075            PPAYARI                         WIEM                     19600115TUNFM7 Impasse des Oliviers                  Etage 2                                 Sfax                60233SFX002162504755002167095445wiem.ayari@email.tn                               CABINET MEDICAL                         COMPTABLE                     000487990YMM12V20271105NN20221005A1430150029000000006831860000000001951960          
1000005614891786            PPBACCOUCHE                     MOHAMED                  19851023TUNMW7 Impasse des Oliviers                  Villa                                   Tataouine           23617TAT002162525356002167415644mohamed.baccouche@email.tn                        ATTIJARI BANK                           INFIRMIER                     008396205YPB21V20260803NN20200324A9275640041000000151131690000000016792410          
1000005798137886            PPTLILI                         EMNA                     19680628TUNFM18 Avenue de France                     Lot 5                                   Nabeul              46851NAB002166163859002167657596emna.tlili@email.tn                               OOREDOO TUNISIE                         DIRECTRICE GENERALE           000588834YMB49V20261104NN20230805I8187090034000000005888340000000004121838          
1000005842455302            PPJLASSI                        FATMA                    19710304TUNFD12 Rue du 7 Novembre                    Bloc A                                  Bizerte             30693BIZ002163846370002167259954fatma.jlassi@email.tn                             TUNISIE TELECOM                         AGENT COMMERCIAL              000606053YMB70V20271215NN20220310A7262580025000000007272636000000001818159          
1000005906864298            PPBACCOUCHE                     FETHI                    19911111TUNMM56 Avenue Bourguiba                     Appartement 3B                          Sfax                81031SFX002165824237002167753176fethi.baccouche@email.tn                          GROUPE SELLAMI IMMOBILIER               GERANT BOUTIQUE               000395899YMM25V20280314NN20110428A6273350034000000008313879000000001187697          
1000006087057593            PPCHAOUACHI                     AMINE                    19980211TUNMM42 Rue d Espagne                                                                Tozeur              68621TOZ002163673396002167478256amine.chaouachi@email.tn                          TUNISIE TELECOM                         PROFESSEUR UNIVERSITE         000385572YMM19V20250707NN20150213A1279650027000000003470148000000001927860          
1000006151319927            PPHAMROUNI                      MAROUEN                  19750222TUNMS44 Avenue de la Liberte                 Lot 5                                   Tataouine           44947TAT002163960240002167230853marouen.hamrouni@email.tn                         MINISTERE DES FINANCES                  AGENT COMMERCIAL              000995404YMB18V20270819NY20061012A3261300010000000023889696000000004977020          
1000006217354208            PPAYARI                         MERIEM                   19590414TUNFS5 Rue Pierre Curie                      Villa                                   Sfax                09232SFX002163487909002167838574meriem.ayari@email.tn                             BIAT                                    GERANT BOUTIQUE               000420205YMM92V20270530YN20171019A7966430043000000004202050000000002521230          
1000006369092370            PMMEDIOUNI                      SLIM                     20000716TUNMM9 Rue de Tunis                          Bloc A                                  Ariana              84318ARI002167192633002167626297slim.mediouni@email.tn                            PHARMACIE CENTRALE                      JOURNALISTE                   000185420YMM94V20250801NN20120616A4694120035000000003337560000000001483360          
1000006485790150            PPBENMOHAMED                    MANEL                    19710509TUNFM7 Impasse des Oliviers                  Lot 5                                   Sfax                05847SFX002165938519002167338213manel.benmohamed@email.tn                         MINISTERE DES FINANCES                  DEVELOPPEUR INFORMATIQUE      000171970YMM40V20280118NN20190706A4743140050000000001547730000000001375760          
1000006559646621            PPJLASSI                        RANIA                    19901120TUNFM9 Rue de Tunis                          Etage 2                                 Zaghouan            66038ZAG002168677645002167616305rania.jlassi@email.tn                             AGIL ENERGIE                            CHAUFFEUR                     000193312YMM11V20260105NN20061018A4100000020000000004252864000000001159872          
1000006648183837            PPBACCOUCHE                     ZIED                     19950211TUNMS55 Avenue Mongi Slim                    Villa                                   Mahdia              36986MAH002162769846002167125898zied.baccouche@email.tn                           BNA                                     DENTISTE                      000419004YMM87V20250305NN20220711A2323610005000000006285060000000003352032          
1000006782214453            PPTRABELSI                      DORRA                    19681006TUNFM55 Avenue Mongi Slim                    Etage 2                                 Sfax                11077SFX002169703047002167231014dorra.trabelsi@email.tn                           STEG SOCIETE TUNISIENNE DE L ELECTRICITEARTISAN                       000490556YMM15V20260117NN20170807A9126090017000000010792232000000001471668          
1000006827867482            NRABDELLI                       MANEL                    19660101TUNFS7 Impasse des Oliviers                  Bloc A                                  Zaghouan            94502ZAG002167974181002167147288manel.abdelli@email.tn                            AGIL ENERGIE                            INGENIEUR CIVIL               002840448YPR91V20280116NN20080714A8342330041000000036925824000000022723584          
1000006919639738            PPFERCHICHI                     YASSINE                  19760328TUNMM15 Avenue Habib Bourguiba               Etage 2                                 Sidi Bouzid         76009SBZ002166951441002167784176yassine.ferchichi@email.tn                        AGIL ENERGIE                            GERANT BOUTIQUE               000195201YMM51E20270908NN20230620A2314140021000000001952010000000000976005          
1000007018318510            PPSOUSSI                        NESRINE                  19931024TUNFM22 Rue de Marseille                                                             Kasserine           21056KAS002166081890002167276248nesrine.soussi@email.tn                           GROUPE POULINA                          TECHNICIEN MAINTENANCE        002445690YPR67V20250611NN20170510A7553830020000000024456900000000014674140          
1000007176647532            PPMAALEJ                        MOEZ                     19580911TUNMM15 Avenue Habib Bourguiba                                                       Ariana              85076ARI002169741292002167444018moez.maalej@email.tn                              STB                                     EXPERT COMPTABLE              000936822YMB04V20280708NN20111011A9437760044000000018736440000000003747288          
1000007256783806            PPBACCOUCHE                     MOEZ                     19980611TUNMM12 Rue du 7 Novembre                    Villa                                   Nabeul              41970NAB002166285792002167579435moez.baccouche@email.tn                           ENSEIGNANT SECONDAIRE                   MEDECIN GENERALISTE           001039995YMB41V20250908NN20070305A5028100040000000021839895000000003119985          
1000007326479101            PMDRIDI                         NIDHAL                   19690418TUNMM67 Avenue Taieb Mhiri                   Bloc A                                  Kairouan            41441KAI002168675590002167038883nidhal.dridi@email.tn                             TUNISIE TELECOM                         COMMERCANT                    000276211YMM46V20260731NN20190904A3996280035000000002209688000000002209688          
1000007455123845            PPJLASSI                        AMINE                    19871031TUNMS22 Rue de Marseille                     Villa                                   Sidi Bouzid         26513SBZ002166865711002167928154amine.jlassi@email.tn                             STAR ASSURANCE                          PHARMACIEN                    000386115YMM36V20280630NN20070304A9335100022000000007336185000000003088920          
1000007507080513            PPTRABELSI                      ISLEM                    19580629TUNFS12 Rue du 7 Novembre                    Bloc A                                  Kasserine           60898KAS002163999047002167864875islem.trabelsi@email.tn                           OOREDOO TUNISIE                         TECHNICIEN MAINTENANCE        002836011YPR79V20260905NN20160607A8431670037000000048212187000000014180055          
1000007656907088            PPSELLAMI                       INES                     19820808TUNFM56 Avenue Bourguiba                     Lot 5                                   Tataouine           04492TAT002168369842002167445486ines.sellami@email.tn                             STB                                     DEVELOPPEUR INFORMATIQUE      003926297YPR93V20270911NN20181125A4986580010000000058894455000000007852594          
1000007760195194            PPBELHAJ                        WALID                    19830222TUNMM27 Avenue de la Republique              Lot 5                                   Bizerte             54788BIZ002168735307002167791222walid.belhaj@email.tn                             COMMERCE DETAIL                         GERANT SOCIETE                000565306YMB67V20261028NN20130614A2815940030000000010175508000000003391836          
1000007826805259            PPBENMOHAMED                    SARRA                    19770211TUNFS23 Avenue des Jasmins                   Appartement 3B                          Kef                 38880KEF002164782035002167820411sarra.benmohamed@email.tn                         ARTISAN INDEPENDANT                     ASSISTANT ADMINISTRATIF       000293370YMM74V20270217NN20120928I9437000010000000004987290000000000586740          
1000007989043078            PPBACCOUCHE                     ANIS                     19780103TUNMM15 Route de Megrine                     Appartement 3B                          Sidi Bouzid         36537SBZ002169543278002167455705anis.baccouche@email.tn                           OOREDOO TUNISIE                         ENSEIGNANT                    000457668YMM07V20271224NN20070401A8522040031000000005034348000000003203676          
1000008055614193            PPBENALI                        NABIL                    19970904TUNMM15 Route de Megrine                     Etage 2                                 Siliana             38409SIL002162794066002167150090nabil.benali@email.tn                             STB                                     PDG                           000169555YMM23V20251227NN20231004A6194470012000000002882435000000000339110          
1000008161981700            PPBENNANI                       NIDHAL                   20030928TUNMM8 Rue Ibn Khaldoun                      Villa                                   Sfax                36761SFX002164587870002167188989nidhal.bennani@email.tn                           ARTISAN INDEPENDANT                     AVOCAT                        001179776YMB24V20261122NN20211226A7406320041000000023595520000000009438208          
1000008290826000            PPBENABDALLAH                   SONIA                    19630723TUNFS8 Rue Ibn Khaldoun                      Bloc A                                  Siliana             33512SIL002162091672002167437525sonia.benabdallah@email.tn                        ENSEIGNANT SECONDAIRE                   CHEF DE PROJET                000289981YMM39V20280319YN20200716A8002240008000000006379582000000001159924          
1000008386726382            PPSELLAMI                       MANEL                    19810620TUNFM6 Rue de Carthage                       Appartement 3B                          Nabeul              63676NAB002164056021002167763327manel.sellami@email.tn                            CIMENT DE BIZERTE                       DIRECTRICE GENERALE           000437957YMM97V20280922NN20200405A9256180006000000010510968000000002189785          
1000008409289024            PPSELLAMI                       SONIA                    20000507TUNFS42 Rue d Espagne                        Appartement 3B                          Zaghouan            44007ZAG002168983905002167741285sonia.sellami@email.tn                            ORANGE TUNISIE                          INGENIEUR CIVIL               000455737YMM66V20250424NN20150401A6859410030000000007747529000000003190159          
1000008578619624            PPGHARBI                        FATMA                    19610721TUNFS55 Avenue Mongi Slim                    Lot 5                                   Ben Arous           71931BAR002162808737002167115794fatma.gharbi@email.tn                             GROUPE DELICE DANONE                    INGENIEUR SYSTEMES            000244362YMM99V20280815NN20241228A4958330025000000002443620000000001710534          
1000008616922674            PMKHEMIRI                       OUSSAMA                  19710105TUNMW9 Rue de Tunis                          Villa                                   Nabeul              96401NAB002164988897002167005827oussama.khemiri@email.tn                          GROUPE LOUKIL                           DIRECTEUR ADJOINT             003441979YPR70V20270216NN20121006A2976360047000000037861769000000006883958          
1000008733301683            PPBELHAJ                        SARRA                    19730627TUNFS89 Boulevard 9 Avril                                                            Sfax                79352SFX002162653322002167410595sarra.belhaj@email.tn                             CIMENT DE BIZERTE                       INGENIEUR SYSTEMES            000272861YMM97V20250426NN20100403A8670510037000000004911498000000001637166          
1000008820228089            PPAYARI                         MERIEM                   20011006TUNFS23 Avenue des Jasmins                   Etage 2                                 Ariana              73970ARI002169941221002167293824meriem.ayari@email.tn                             STB                                     INGENIEUR CIVIL               000409848NMM45P20281006NN20200814A2564660020000000008196960000000001229544          
1000008941364158            PPKHELIFA                       MERIEM                   19671214TUNFM22 Rue de Marseille                     Villa                                   Mahdia              55592MAH002169479776002167889178meriem.khelifa@email.tn                           OOREDOO TUNISIE                         COMMERCANT                    000256607YMM11P20270130NN20090410A4954890044000000002309463000000002052856          
1000009045689713            PPGHARBI                        RIDHA                    19820314TUNMD15 Avenue Habib Bourguiba               Appartement 3B                          Bizerte             98186BIZ002163574591002167803495ridha.gharbi@email.tn                             GROUPE SELLAMI IMMOBILIER               ARCHITECTE                    000257223YMM31V20260803NN20130122A4771140033000000005916129000000001286115          
1000009150755172            PPGHARBI                        INES                     19830127TUNFM18 Avenue de France                     Appartement 3B                          Kebili              20126KEB002162217699002167437506ines.gharbi@email.tn                              SONEDE                                  PDG                           000368931YMM26V20270217NN20170508A8181130022000000005902896000000002951448          
1000009299351024            PPBENALI                        AIDA                     19860806TUNFS56 Avenue Bourguiba                     Villa                                   Kairouan            25123KAI002169276437002167098536aida.benali@email.tn                              STEG SOCIETE TUNISIENNE DE L ELECTRICITEINGENIEUR SYSTEMES            000577941YMB86V20250114NN20100311A2583660001000000008091174000000003467646          
1000009389487646            PPBENMOHAMED                    HAMDI                    19981008TUNMS42 Rue d Espagne                        Villa                                   Mahdia              02553MAH002162224494002167888215hamdi.benmohamed@email.tn                         CIMENT DE BIZERTE                       DIRECTEUR COMMERCIAL          000300307NMM90V20260103NN20080504A7498870034000000004804912000000002402456          
1000009455496076            PPJLASSI                        SONIA                    19960306TUNFM21 Rue Charles de Gaulle                Appartement 3B                          Kef                 90658KEF002163082021002167053157sonia.jlassi@email.tn                             TUNISIE TELECOM                         COMMERCANT                    000439774YMM82V20251217NN20190620A6933430007000000010554576000000000879548          
1000009510978827            PPTRABELSI                      MAYSSA                   19800226TUNFM18 Avenue de France                     Lot 5                                   Ariana              24508ARI002166220942002167026269mayssa.trabelsi@email.tn                          GROUPE BAYAHI                           PDG                           000358821YMM39V20260508NN20200309A4478430025000000004305852000000002870568          
1000009608207013            NRKHEMIRI                       SLIM                     19631006TUNMM7 Impasse des Oliviers                  Etage 2                                 Medenine            81460MED002169994124002167665557slim.khemiri@email.tn                             GROUPE LOUKIL                           TECHNICIEN MAINTENANCE        000293302YMM58V20261230NN20090302A7927640025000000002933020000000002346416          
1000009712010955            PPMANSOURI                      ZIED                     19790115TUNMS21 Rue Charles de Gaulle                Lot 5                                   Nabeul              97948NAB002167229417002167531297zied.mansouri@email.tn                            CABINET MEDICAL                         ENSEIGNANT                    000311620YMM98V20250929NN20170629A5278650007000000002492960000000000623240          
